BioSample Accession,BAKTA,size,contigs_orig,MIC,in_downloads,calc_R_S
SAMEA7524723,atb.bakta.r0.2.batch.342.tar.xz,4355247,141,0.5,True,S
SAMEA7542147,atb.bakta.r0.2.batch.343.tar.xz,4332137,108,1.0,True,S
SAMEA7544685,atb.bakta.r0.2.batch.343.tar.xz,4358636,78,0.25,True,S
SAMEA7545862,atb.bakta.r0.2.batch.343.tar.xz,4328491,106,0.12,True,S
SAMEA7526573,atb.bakta.r0.2.batch.342.tar.xz,4367805,86,0.25,True,S
SAMEA7546897,atb.bakta.r0.2.batch.343.tar.xz,4347260,94,0.5,True,S
SAMEA7526114,atb.bakta.r0.2.batch.342.tar.xz,4322614,135,0.5,True,S
SAMEA7541476,atb.bakta.r0.2.batch.343.tar.xz,4339405,139,0.25,True,S
SAMEA7526472,atb.bakta.r0.2.batch.342.tar.xz,4358502,105,0.125,True,S
SAMEA7542118,atb.bakta.r0.2.batch.343.tar.xz,4352206,82,0.5,True,S
SAMEA8719223,atb.bakta.r0.2.batch.347.tar.xz,4329737,93,0.5,True,S
SAMEA7556025,atb.bakta.r0.2.batch.345.tar.xz,4334557,109,0.25,True,S
SAMN05918668,,4344755,33,0.25,True,S
SAMN05916318,,4406212,3,0.25,True,S
SAMEA7542378,atb.bakta.r0.2.batch.343.tar.xz,4344628,97,0.5,True,S
SAMEA7562149,atb.bakta.r0.2.batch.346.tar.xz,4328988,166,1.0,True,S
SAMEA104362157,atb.bakta.r0.2.batch.350.tar.xz,4195336,284,0.5,True,S
SAMEA7561820,atb.bakta.r0.2.batch.346.tar.xz,4308858,141,0.25,True,S
SAMEA7546771,atb.bakta.r0.2.batch.343.tar.xz,4329316,97,0.5,True,S
SAMEA7560851,atb.bakta.r0.2.batch.346.tar.xz,4307370,103,0.5,True,S
SAMEA7562812,atb.bakta.r0.2.batch.346.tar.xz,4339179,98,0.03,True,S
SAMEA7564242,atb.bakta.r0.2.batch.346.tar.xz,4304820,119,0.25,True,S
SAMEA7525873,atb.bakta.r0.2.batch.342.tar.xz,4347424,116,0.5,True,S
SAMEA5569597,atb.bakta.r0.2.batch.340.tar.xz,4356758,118,0.5,True,S
SAMEA8742544,atb.bakta.r0.2.batch.347.tar.xz,4323005,127,0.25,True,S
SAMEA7542297,atb.bakta.r0.2.batch.343.tar.xz,4285113,138,1.0,True,S
SAMEA7526562,atb.bakta.r0.2.batch.342.tar.xz,4344595,92,0.5,True,S
SAMEA5569604,atb.bakta.r0.2.batch.340.tar.xz,4352950,80,0.5,True,S
SAMEA7561139,atb.bakta.r0.2.batch.346.tar.xz,4348047,113,0.12,True,S
SAMEA7526811,atb.bakta.r0.2.batch.342.tar.xz,4362775,90,0.5,True,S
SAMEA7546932,atb.bakta.r0.2.batch.344.tar.xz,4368936,91,0.25,True,S
SAMEA7542258,atb.bakta.r0.2.batch.343.tar.xz,4363174,94,0.5,True,S
SAMEA7526505,atb.bakta.r0.2.batch.342.tar.xz,4347883,99,0.5,True,S
SAMEA7525579,atb.bakta.r0.2.batch.642_c.tar.xz,4339607,189,2.0,True,R
SAMEA8741925,atb.bakta.r0.2.batch.347.tar.xz,4338619,100,0.5,True,S
SAMEA7544571,atb.bakta.r0.2.batch.343.tar.xz,4366323,94,0.12,True,S
SAMEA7563965,atb.bakta.r0.2.batch.346.tar.xz,4320269,112,0.25,True,S
SAMEA7525968,atb.bakta.r0.2.batch.342.tar.xz,4304395,127,0.25,True,S
SAMEA7546737,atb.bakta.r0.2.batch.343.tar.xz,4322604,102,0.25,True,S
SAMEA7545621,atb.bakta.r0.2.batch.343.tar.xz,4236254,228,0.5,True,S
SAMEA8741980,atb.bakta.r0.2.batch.347.tar.xz,4347000,86,1.0,True,S
SAMEA7545445,atb.bakta.r0.2.batch.343.tar.xz,4287780,122,0.5,True,S
SAMN05918576,,4382353,1,0.25,True,S
SAMEA8742282,atb.bakta.r0.2.batch.347.tar.xz,4261408,139,0.25,True,S
SAMN05916406,,4351828,14,0.25,True,S
SAMEA7546678,atb.bakta.r0.2.batch.343.tar.xz,4337364,109,0.12,True,S
SAMEA8742578,atb.bakta.r0.2.batch.347.tar.xz,4340339,116,0.5,True,S
SAMEA7546879,atb.bakta.r0.2.batch.343.tar.xz,4252395,212,0.25,True,S
SAMEA7544222,atb.bakta.r0.2.batch.343.tar.xz,4334937,103,0.5,True,S
SAMEA7547487,atb.bakta.r0.2.batch.344.tar.xz,4340196,103,0.25,True,S
SAMEA7564286,atb.bakta.r0.2.batch.346.tar.xz,4263756,180,0.25,True,S
SAMEA7541880,atb.bakta.r0.2.batch.343.tar.xz,4359113,84,0.25,True,S
SAMN05916338,,4385208,74,0.25,True,S
SAMEA7563465,atb.bakta.r0.2.batch.346.tar.xz,4336651,133,0.25,True,S
SAMEA7541666,atb.bakta.r0.2.batch.343.tar.xz,4288038,103,1.0,True,S
SAMEA7543968,atb.bakta.r0.2.batch.343.tar.xz,4324493,104,0.5,True,S
SAMEA7525114,atb.bakta.r0.2.batch.642_a.tar.xz,4351557,129,0.25,True,S
SAMEA5569793,atb.bakta.r0.2.batch.340.tar.xz,4293701,120,1.0,True,S
SAMEA5569840,atb.bakta.r0.2.batch.340.tar.xz,4368437,93,0.25,True,S
SAMN05915256,,4397833,5,0.25,True,S
SAMEA7562017,atb.bakta.r0.2.batch.346.tar.xz,4283665,180,0.5,True,S
SAMEA7526507,atb.bakta.r0.2.batch.342.tar.xz,4363734,138,0.06,True,S
SAMEA7543906,atb.bakta.r0.2.batch.343.tar.xz,4367665,74,0.25,True,S
SAMEA7561576,atb.bakta.r0.2.batch.346.tar.xz,4255482,168,0.5,True,S
SAMEA7542371,atb.bakta.r0.2.batch.343.tar.xz,4330943,85,0.5,True,S
SAMEA7546797,atb.bakta.r0.2.batch.343.tar.xz,4225341,235,0.12,True,S
SAMEA7563472,atb.bakta.r0.2.batch.346.tar.xz,4359183,109,0.25,True,S
SAMEA7547283,atb.bakta.r0.2.batch.344.tar.xz,4338604,96,0.5,True,S
SAMEA7555860,atb.bakta.r0.2.batch.345.tar.xz,4338193,102,0.25,True,S
SAMEA7541624,atb.bakta.r0.2.batch.343.tar.xz,4311077,89,1.0,True,S
SAMEA7542345,atb.bakta.r0.2.batch.343.tar.xz,4344681,104,0.25,True,S
SAMEA7525020,atb.bakta.r0.2.batch.342.tar.xz,4373831,109,0.5,True,S
SAMEA7546497,atb.bakta.r0.2.batch.343.tar.xz,4265013,151,0.5,True,S
SAMEA7560883,atb.bakta.r0.2.batch.346.tar.xz,4327201,125,0.25,True,S
SAMEA7561081,atb.bakta.r0.2.batch.346.tar.xz,4343556,100,0.12,True,S
SAMEA7525035,atb.bakta.r0.2.batch.342.tar.xz,4342595,116,0.5,True,S
SAMEA7525030,atb.bakta.r0.2.batch.342.tar.xz,4367049,114,0.5,True,S
SAMEA7546441,atb.bakta.r0.2.batch.343.tar.xz,4343400,91,0.5,True,S
SAMEA7543884,atb.bakta.r0.2.batch.343.tar.xz,4326764,110,0.5,True,S
SAMEA8742321,atb.bakta.r0.2.batch.347.tar.xz,4339314,97,0.25,True,S
SAMEA7563206,atb.bakta.r0.2.batch.346.tar.xz,4272877,173,0.5,True,S
SAMEA7525677,atb.bakta.r0.2.batch.342.tar.xz,4370638,114,0.5,True,S
SAMEA8741197,atb.bakta.r0.2.batch.347.tar.xz,4271005,148,0.5,True,S
SAMEA1101502,atb.bakta.r0.2.batch.334.tar.xz,4298202,140,0.25,True,S
SAMN05916340,,4412091,27,0.25,True,S
SAMEA7525740,atb.bakta.r0.2.batch.342.tar.xz,4339134,134,1.0,True,S
SAMEA7546223,atb.bakta.r0.2.batch.343.tar.xz,4335483,117,1.0,True,S
SAMEA8742149,atb.bakta.r0.2.batch.347.tar.xz,4295300,120,1.0,True,S
SAMEA7526381,atb.bakta.r0.2.batch.342.tar.xz,4359736,78,0.125,True,S
SAMEA7524731,atb.bakta.r0.2.batch.342.tar.xz,4360973,108,0.03,True,S
SAMEA7525834,atb.bakta.r0.2.batch.342.tar.xz,4388839,115,2.0,True,R
SAMEA5569563,atb.bakta.r0.2.batch.340.tar.xz,4351314,87,0.5,True,S
SAMEA7525051,atb.bakta.r0.2.batch.342.tar.xz,4325964,141,0.5,True,S
SAMEA7542110,atb.bakta.r0.2.batch.343.tar.xz,4344913,96,0.5,True,S
SAMEA7526442,atb.bakta.r0.2.batch.342.tar.xz,4324951,130,0.5,True,S
SAMEA7563648,atb.bakta.r0.2.batch.346.tar.xz,4348146,101,0.5,True,S
SAMEA7542101,atb.bakta.r0.2.batch.343.tar.xz,4368127,100,0.25,True,S
SAMEA7525795,atb.bakta.r0.2.batch.342.tar.xz,4369800,116,0.125,True,S
SAMN05916292,,4400054,66,2.0,True,R
SAMEA7560766,atb.bakta.r0.2.batch.346.tar.xz,4364608,106,0.25,True,S
SAMEA7526633,atb.bakta.r0.2.batch.342.tar.xz,4342323,106,0.06,True,S
SAMEA7526164,atb.bakta.r0.2.batch.342.tar.xz,4358905,104,1.0,True,S
SAMEA7544596,atb.bakta.r0.2.batch.343.tar.xz,4354253,96,0.12,True,S
SAMEA7563104,atb.bakta.r0.2.batch.346.tar.xz,4314341,128,0.5,True,S
SAMEA7547507,atb.bakta.r0.2.batch.344.tar.xz,4298422,91,0.25,True,S
SAMEA7526363,atb.bakta.r0.2.batch.342.tar.xz,4368053,93,0.06,True,S
SAMEA7526553,atb.bakta.r0.2.batch.342.tar.xz,4357356,95,0.06,True,S
SAMEA7541610,atb.bakta.r0.2.batch.343.tar.xz,4336280,89,0.5,True,S
SAMEA8742310,atb.bakta.r0.2.batch.347.tar.xz,4336066,101,0.5,True,S
SAMEA7525781,atb.bakta.r0.2.batch.342.tar.xz,4369062,99,0.5,True,S
SAMEA7526610,atb.bakta.r0.2.batch.342.tar.xz,4348171,95,0.06,True,S
SAMEA8741903,atb.bakta.r0.2.batch.347.tar.xz,4321902,112,0.25,True,S
SAMEA7545861,atb.bakta.r0.2.batch.343.tar.xz,4327204,105,0.5,True,S
SAMEA8741200,atb.bakta.r0.2.batch.347.tar.xz,4325542,131,0.5,True,S
SAMEA7555864,atb.bakta.r0.2.batch.345.tar.xz,4358843,110,0.5,True,S
SAMEA7524712,atb.bakta.r0.2.batch.342.tar.xz,4342786,107,0.5,True,S
SAMEA7546729,atb.bakta.r0.2.batch.343.tar.xz,4294754,107,0.5,True,S
SAMEA8718462,atb.bakta.r0.2.batch.347.tar.xz,4334197,114,0.5,True,S
SAMEA7561197,atb.bakta.r0.2.batch.346.tar.xz,4317817,134,0.06,True,S
SAMEA7544630,atb.bakta.r0.2.batch.343.tar.xz,4348485,97,0.25,True,S
SAMEA7555874,atb.bakta.r0.2.batch.345.tar.xz,4343104,108,0.25,True,S
SAMEA7541678,atb.bakta.r0.2.batch.343.tar.xz,4307254,111,0.5,True,S
SAMEA7562360,atb.bakta.r0.2.batch.346.tar.xz,4331067,122,0.5,True,S
SAMEA7556050,atb.bakta.r0.2.batch.345.tar.xz,4356302,90,0.5,True,S
SAMEA104362526,atb.bakta.r0.2.batch.350.tar.xz,4226069,191,0.5,True,S
SAMN05916315,,4380976,3,0.25,True,S
SAMEA7561030,atb.bakta.r0.2.batch.346.tar.xz,4329720,103,0.25,True,S
SAMN05918606,,4383653,2,0.25,True,S
SAMEA7562895,atb.bakta.r0.2.batch.346.tar.xz,4347540,97,0.25,True,S
SAMEA7544072,atb.bakta.r0.2.batch.343.tar.xz,4341807,98,1.0,True,S
SAMN06094092,,4409069,5,0.5,True,S
SAMEA7564147,atb.bakta.r0.2.batch.346.tar.xz,4296156,130,0.25,True,S
SAMEA8741981,atb.bakta.r0.2.batch.347.tar.xz,4337498,94,1.0,True,S
SAMEA7542113,atb.bakta.r0.2.batch.343.tar.xz,4348959,94,0.5,True,S
SAMEA7545194,atb.bakta.r0.2.batch.343.tar.xz,4366393,88,0.12,True,S
SAMEA7525071,atb.bakta.r0.2.batch.342.tar.xz,4378678,107,0.125,True,S
SAMEA7524715,atb.bakta.r0.2.batch.342.tar.xz,4348107,78,0.25,True,S
SAMEA7541562,atb.bakta.r0.2.batch.343.tar.xz,4339364,91,0.5,True,S
SAMEA7544008,atb.bakta.r0.2.batch.343.tar.xz,4347314,86,0.5,True,S
SAMN05915251,,4377815,7,0.25,True,S
SAMEA7563681,atb.bakta.r0.2.batch.346.tar.xz,4348167,111,0.12,True,S
SAMEA1102309,atb.bakta.r0.2.batch.638_b.tar.xz,4266264,129,0.25,True,S
SAMEA7525949,atb.bakta.r0.2.batch.342.tar.xz,4378091,80,0.06,True,S
SAMEA8742289,atb.bakta.r0.2.batch.347.tar.xz,4281700,151,0.25,True,S
SAMEA7555803,atb.bakta.r0.2.batch.345.tar.xz,4340460,124,0.12,True,S
SAMEA7526197,atb.bakta.r0.2.batch.342.tar.xz,4371389,119,0.5,True,S
SAMEA7546589,atb.bakta.r0.2.batch.343.tar.xz,4358952,98,0.25,True,S
SAMEA8718317,atb.bakta.r0.2.batch.347.tar.xz,4316358,105,0.25,True,S
SAMEA7526565,atb.bakta.r0.2.batch.342.tar.xz,4344896,83,0.25,True,S
SAMEA7561555,atb.bakta.r0.2.batch.346.tar.xz,4304354,132,4.0,True,R
SAMEA7555858,atb.bakta.r0.2.batch.345.tar.xz,4372251,102,0.25,True,S
SAMEA7560833,atb.bakta.r0.2.batch.346.tar.xz,4309880,105,0.25,True,S
SAMN05918746,,4384422,36,0.25,True,S
SAMEA8718502,atb.bakta.r0.2.batch.347.tar.xz,4331103,104,0.12,True,S
SAMEA8718626,atb.bakta.r0.2.batch.347.tar.xz,4309278,101,0.5,True,S
SAMEA7544350,atb.bakta.r0.2.batch.343.tar.xz,4341728,89,0.5,True,S
SAMN05916385,,4383860,11,10.0,True,R
SAMEA1101885,atb.bakta.r0.2.batch.334.tar.xz,4329817,136,0.5,True,S
SAMEA7556032,atb.bakta.r0.2.batch.345.tar.xz,4360439,108,0.12,True,S
SAMEA7555930,atb.bakta.r0.2.batch.345.tar.xz,4357379,99,0.25,True,S
SAMEA7555837,atb.bakta.r0.2.batch.345.tar.xz,4340982,106,0.25,True,S
SAMEA7555896,atb.bakta.r0.2.batch.345.tar.xz,4305076,96,0.5,True,S
SAMEA7544710,atb.bakta.r0.2.batch.343.tar.xz,4347295,103,0.25,True,S
SAMEA8741180,atb.bakta.r0.2.batch.347.tar.xz,4256527,153,0.25,True,S
SAMN05830709,,4384738,9,0.5,True,S
SAMEA7560878,atb.bakta.r0.2.batch.346.tar.xz,4365831,82,0.5,True,S
SAMEA8742556,atb.bakta.r0.2.batch.347.tar.xz,4318540,111,0.5,True,S
SAMEA7562470,atb.bakta.r0.2.batch.346.tar.xz,4334047,128,1.0,True,S
SAMEA7563422,atb.bakta.r0.2.batch.346.tar.xz,4332889,123,0.5,True,S
SAMEA7525893,atb.bakta.r0.2.batch.342.tar.xz,4378114,103,0.25,True,S
SAMEA8718676,atb.bakta.r0.2.batch.347.tar.xz,4335313,122,0.25,True,S
SAMEA7561201,atb.bakta.r0.2.batch.346.tar.xz,4357538,118,0.5,True,S
SAMEA7563142,atb.bakta.r0.2.batch.346.tar.xz,4304335,151,0.5,True,S
SAMEA7526408,atb.bakta.r0.2.batch.342.tar.xz,4329713,132,0.5,True,S
SAMEA7546575,atb.bakta.r0.2.batch.343.tar.xz,4320214,101,0.5,True,S
SAMEA7546242,atb.bakta.r0.2.batch.343.tar.xz,4349538,103,1.0,True,S
SAMEA5569974,atb.bakta.r0.2.batch.340.tar.xz,4356199,98,0.5,True,S
SAMN05916334,,4366557,4,0.25,True,S
SAMN06010479,,4418351,24,0.25,True,S
SAMEA7560896,atb.bakta.r0.2.batch.346.tar.xz,4343746,114,0.25,True,S
SAMEA7541544,atb.bakta.r0.2.batch.343.tar.xz,4304369,111,0.5,True,S
SAMEA8741157,atb.bakta.r0.2.batch.347.tar.xz,4304101,131,1.0,True,S
SAMEA7526828,atb.bakta.r0.2.batch.342.tar.xz,4388059,84,0.25,True,S
SAMEA7543876,atb.bakta.r0.2.batch.343.tar.xz,4343966,95,0.5,True,S
SAMEA5569603,atb.bakta.r0.2.batch.340.tar.xz,4344695,77,0.5,True,S
SAMEA1101451,atb.bakta.r0.2.batch.638_b.tar.xz,4297253,124,0.12,True,S
SAMEA5569545,atb.bakta.r0.2.batch.340.tar.xz,4338923,100,0.5,True,S
SAMEA7561507,atb.bakta.r0.2.batch.346.tar.xz,4276368,147,0.25,True,S
SAMN05916328,,4402546,11,0.25,True,S
SAMEA7562902,atb.bakta.r0.2.batch.346.tar.xz,4379830,114,0.06,True,S
SAMEA7526730,atb.bakta.r0.2.batch.342.tar.xz,4320268,133,0.03,True,S
SAMEA7524964,atb.bakta.r0.2.batch.342.tar.xz,4375126,107,0.5,True,S
SAMEA7543877,atb.bakta.r0.2.batch.343.tar.xz,4331454,105,0.5,True,S
SAMEA7547321,atb.bakta.r0.2.batch.344.tar.xz,4333138,96,1.0,True,S
SAMEA7526054,atb.bakta.r0.2.batch.342.tar.xz,4341956,132,0.25,True,S
SAMEA7563024,atb.bakta.r0.2.batch.346.tar.xz,4339987,90,0.25,True,S
SAMEA7564241,atb.bakta.r0.2.batch.346.tar.xz,4262513,187,0.5,True,S
SAMEA8718886,atb.bakta.r0.2.batch.347.tar.xz,4354495,98,0.25,True,S
SAMEA7555899,atb.bakta.r0.2.batch.345.tar.xz,4376606,100,0.25,True,S
SAMEA7546749,atb.bakta.r0.2.batch.343.tar.xz,4285903,156,1.0,True,S
SAMEA7545393,atb.bakta.r0.2.batch.343.tar.xz,4250503,156,0.5,True,S
SAMEA7561948,atb.bakta.r0.2.batch.346.tar.xz,4300868,171,0.5,True,S
SAMEA7545261,atb.bakta.r0.2.batch.343.tar.xz,4344146,99,0.5,True,S
SAMEA7562030,atb.bakta.r0.2.batch.346.tar.xz,4310534,158,1.0,True,S
SAMEA7562533,atb.bakta.r0.2.batch.346.tar.xz,4333517,133,0.25,True,S
SAMEA7544622,atb.bakta.r0.2.batch.343.tar.xz,4353481,104,0.25,True,S
SAMEA7526703,atb.bakta.r0.2.batch.342.tar.xz,4287299,118,0.125,True,S
SAMEA7555779,atb.bakta.r0.2.batch.345.tar.xz,4319265,108,0.25,True,S
SAMEA7562843,atb.bakta.r0.2.batch.346.tar.xz,4336752,96,0.25,True,S
SAMEA7562863,atb.bakta.r0.2.batch.346.tar.xz,4335753,93,0.5,True,S
SAMEA7526296,atb.bakta.r0.2.batch.342.tar.xz,4362727,91,0.5,True,S
SAMEA7525626,atb.bakta.r0.2.batch.342.tar.xz,4266231,180,0.5,True,S
SAMEA7562820,atb.bakta.r0.2.batch.346.tar.xz,4333326,105,0.12,True,S
SAMEA8742174,atb.bakta.r0.2.batch.347.tar.xz,4301898,103,0.5,True,S
SAMEA7564290,atb.bakta.r0.2.batch.346.tar.xz,4287531,132,1.0,True,S
SAMEA7564376,atb.bakta.r0.2.batch.346.tar.xz,4250532,158,0.5,True,S
SAMEA7545292,atb.bakta.r0.2.batch.343.tar.xz,4230125,191,0.25,True,S
SAMN05916329,,4411102,2,0.25,True,S
SAMEA5569584,atb.bakta.r0.2.batch.340.tar.xz,4357349,73,1.0,True,S
SAMEA8742566,atb.bakta.r0.2.batch.347.tar.xz,4333374,103,0.5,True,S
SAMEA7560963,atb.bakta.r0.2.batch.346.tar.xz,4344727,98,0.12,True,S
SAMEA7543964,atb.bakta.r0.2.batch.343.tar.xz,4330840,87,0.5,True,S
SAMN05916444,,4391494,2,0.25,True,S
SAMEA7525156,atb.bakta.r0.2.batch.342.tar.xz,4345461,148,0.5,True,S
SAMEA7564188,atb.bakta.r0.2.batch.346.tar.xz,4281925,155,0.25,True,S
SAMEA7525857,atb.bakta.r0.2.batch.342.tar.xz,4357728,112,0.5,True,S
SAMEA5569657,atb.bakta.r0.2.batch.340.tar.xz,4348003,89,0.12,True,S
SAMEA5570076,atb.bakta.r0.2.batch.340.tar.xz,4345719,92,0.5,True,S
SAMEA7561100,atb.bakta.r0.2.batch.346.tar.xz,4351231,103,0.25,True,S
SAMEA7541597,atb.bakta.r0.2.batch.343.tar.xz,4317339,95,1.0,True,S
SAMEA7555957,atb.bakta.r0.2.batch.345.tar.xz,4337060,94,0.5,True,S
SAMEA7525235,atb.bakta.r0.2.batch.342.tar.xz,4339760,129,0.5,True,S
SAMEA7525670,atb.bakta.r0.2.batch.342.tar.xz,4383643,119,0.125,True,S
SAMEA8718557,atb.bakta.r0.2.batch.347.tar.xz,4299623,94,0.5,True,S
SAMEA7541397,atb.bakta.r0.2.batch.343.tar.xz,4348814,97,0.25,True,S
SAMEA7563572,atb.bakta.r0.2.batch.346.tar.xz,4330869,115,0.25,True,S
SAMEA7564352,atb.bakta.r0.2.batch.346.tar.xz,4297294,137,0.25,True,S
SAMEA7563732,atb.bakta.r0.2.batch.346.tar.xz,4337967,123,0.25,True,S
SAMEA7546457,atb.bakta.r0.2.batch.343.tar.xz,4318851,91,0.12,True,S
SAMEA8718838,atb.bakta.r0.2.batch.347.tar.xz,4334716,107,0.5,True,S
SAMEA7555951,atb.bakta.r0.2.batch.345.tar.xz,4359599,99,0.25,True,S
SAMEA8719131,atb.bakta.r0.2.batch.347.tar.xz,4314715,97,0.5,True,S
SAMEA7545167,atb.bakta.r0.2.batch.343.tar.xz,4315877,111,0.25,True,S
SAMEA8742635,atb.bakta.r0.2.batch.347.tar.xz,4330202,136,0.12,True,S
SAMEA7555795,atb.bakta.r0.2.batch.345.tar.xz,4347412,140,0.25,True,S
SAMEA8718988,atb.bakta.r0.2.batch.347.tar.xz,4243257,147,0.5,True,S
SAMEA8742185,atb.bakta.r0.2.batch.347.tar.xz,4294273,103,1.0,True,S
SAMEA7542250,atb.bakta.r0.2.batch.343.tar.xz,4348611,94,0.5,True,S
SAMEA7544209,atb.bakta.r0.2.batch.343.tar.xz,4329223,159,0.5,True,S
SAMN05918590,,4394953,11,0.25,True,S
SAMEA7526192,atb.bakta.r0.2.batch.342.tar.xz,4344169,99,0.06,True,S
SAMEA7562021,atb.bakta.r0.2.batch.346.tar.xz,4276416,207,0.5,True,S
SAMEA8718574,atb.bakta.r0.2.batch.347.tar.xz,4277371,102,0.5,True,S
SAMEA7561823,atb.bakta.r0.2.batch.346.tar.xz,4314357,158,0.25,True,S
SAMEA8718545,atb.bakta.r0.2.batch.347.tar.xz,4272438,126,0.5,True,S
SAMN05916346,,4394312,43,2.0,True,R
SAMEA7545188,atb.bakta.r0.2.batch.343.tar.xz,4345014,101,0.25,True,S
SAMEA7545678,atb.bakta.r0.2.batch.343.tar.xz,4337959,92,0.25,True,S
SAMEA7544646,atb.bakta.r0.2.batch.343.tar.xz,4317776,73,0.12,True,S
SAMEA104362530,atb.bakta.r0.2.batch.350.tar.xz,4192515,152,0.5,True,S
SAMEA7544037,atb.bakta.r0.2.batch.343.tar.xz,4363280,87,0.5,True,S
SAMEA8742601,atb.bakta.r0.2.batch.347.tar.xz,4363548,83,0.5,True,S
SAMEA104362467,atb.bakta.r0.2.batch.350.tar.xz,4258573,166,1.0,True,S
SAMEA7525219,atb.bakta.r0.2.batch.342.tar.xz,4320006,271,0.25,True,S
SAMEA7563881,atb.bakta.r0.2.batch.346.tar.xz,4318836,159,0.25,True,S
SAMEA7545537,atb.bakta.r0.2.batch.343.tar.xz,4248103,119,0.5,True,S
SAMEA7561050,atb.bakta.r0.2.batch.346.tar.xz,4349640,87,0.25,True,S
SAMEA104362121,atb.bakta.r0.2.batch.350.tar.xz,4287422,120,0.5,True,S
SAMEA7545646,atb.bakta.r0.2.batch.343.tar.xz,4315970,99,1.0,True,S
SAMEA8741171,atb.bakta.r0.2.batch.347.tar.xz,4286040,153,0.5,True,S
SAMEA7555926,atb.bakta.r0.2.batch.345.tar.xz,4349131,87,0.5,True,S
SAMEA7561129,atb.bakta.r0.2.batch.346.tar.xz,4357428,95,0.03,True,S
SAMEA5569983,atb.bakta.r0.2.batch.340.tar.xz,4351677,87,0.5,True,S
SAMEA7545384,atb.bakta.r0.2.batch.343.tar.xz,4256877,151,1.0,True,S
SAMEA7563374,atb.bakta.r0.2.batch.346.tar.xz,4335962,153,0.12,True,S
SAMEA7525983,atb.bakta.r0.2.batch.342.tar.xz,4319595,117,0.25,True,S
SAMEA7563017,atb.bakta.r0.2.batch.346.tar.xz,4283755,99,0.25,True,S
SAMEA7525004,atb.bakta.r0.2.batch.342.tar.xz,4372475,102,0.25,True,S
SAMEA8742037,atb.bakta.r0.2.batch.347.tar.xz,4275777,139,0.5,True,S
SAMEA7545508,atb.bakta.r0.2.batch.343.tar.xz,4361532,98,0.25,True,S
SAMN05916305,,4384102,52,0.5,True,S
SAMEA7526780,atb.bakta.r0.2.batch.342.tar.xz,4367776,85,0.125,True,S
SAMEA7546605,atb.bakta.r0.2.batch.343.tar.xz,4331999,118,0.12,True,S
SAMEA7543959,atb.bakta.r0.2.batch.343.tar.xz,4334326,95,0.5,True,S
SAMEA7541874,atb.bakta.r0.2.batch.343.tar.xz,4336549,117,0.5,True,S
SAMEA1101788,atb.bakta.r0.2.batch.334.tar.xz,4305214,144,0.5,True,S
SAMEA7526605,atb.bakta.r0.2.batch.342.tar.xz,4340118,87,0.25,True,S
SAMEA8718269,atb.bakta.r0.2.batch.347.tar.xz,4345909,171,0.25,True,S
SAMEA7562869,atb.bakta.r0.2.batch.346.tar.xz,4343714,84,0.5,True,S
SAMEA7562320,atb.bakta.r0.2.batch.346.tar.xz,4332398,134,0.06,True,S
SAMN05916261,,4380133,8,6.0,True,R
SAMEA104362389,atb.bakta.r0.2.batch.350.tar.xz,4294263,100,0.5,True,S
SAMN05915285,,4398334,10,0.25,True,S
SAMEA7541527,atb.bakta.r0.2.batch.343.tar.xz,4332853,106,0.25,True,S
SAMN05916242,,4382900,8,0.5,True,S
SAMEA7563041,atb.bakta.r0.2.batch.346.tar.xz,4345113,92,0.12,True,S
SAMEA7546280,atb.bakta.r0.2.batch.343.tar.xz,4348828,94,0.5,True,S
SAMN06094083,,4392930,13,2.0,True,R
SAMEA7563091,atb.bakta.r0.2.batch.346.tar.xz,4337324,89,0.5,True,S
SAMEA7547478,atb.bakta.r0.2.batch.344.tar.xz,4341183,97,0.5,True,S
SAMEA7546023,atb.bakta.r0.2.batch.343.tar.xz,4327675,116,0.5,True,S
SAMEA7546619,atb.bakta.r0.2.batch.343.tar.xz,4338100,91,0.12,True,S
SAMEA5569670,atb.bakta.r0.2.batch.340.tar.xz,4354666,93,0.25,True,S
SAMEA8742390,atb.bakta.r0.2.batch.347.tar.xz,4337504,101,0.25,True,S
SAMEA7561595,atb.bakta.r0.2.batch.346.tar.xz,4248762,197,0.25,True,S
SAMN05915252,,4392037,4,0.25,True,S
SAMEA7525672,atb.bakta.r0.2.batch.342.tar.xz,4347107,129,0.25,True,S
SAMEA1101818,atb.bakta.r0.2.batch.638_d.tar.xz,4331093,118,0.06,True,S
SAMEA7563009,atb.bakta.r0.2.batch.346.tar.xz,4345011,82,0.25,True,S
SAMEA7525214,atb.bakta.r0.2.batch.342.tar.xz,4339988,147,0.06,True,S
SAMEA7563101,atb.bakta.r0.2.batch.346.tar.xz,4343888,96,0.25,True,S
SAMEA7546118,atb.bakta.r0.2.batch.343.tar.xz,4234179,194,1.0,True,S
SAMEA7541504,atb.bakta.r0.2.batch.343.tar.xz,4291234,121,0.25,True,S
SAMEA104362330,atb.bakta.r0.2.batch.350.tar.xz,4339323,95,0.5,True,S
SAMEA7542061,atb.bakta.r0.2.batch.343.tar.xz,4340850,93,0.5,True,S
SAMEA7561556,atb.bakta.r0.2.batch.346.tar.xz,4300239,139,0.5,True,S
SAMEA7546714,atb.bakta.r0.2.batch.343.tar.xz,4349439,96,0.12,True,S
